"","X","workerid","pref1","order0","simPreference0","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","obj1","obj2","pref0","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","education","enjoyment","language","gender","comments","age","assess","orderObjNum1","orderObjNum2","orderObjNum3","simulatedAnswerObjNum","utteranceNum","ambigRatio","evalNumModel","allPresentFeaValues","ambiguous","preferencesPrior1","preferencesPrior2","preferencesPrior3","ambiguousUtteranceCount"
"11",11,0,"red",323,0,323,4,0.1,"green","color",17.3378666666667,0.5,221,122,"blue","red",0.9,221,"2","red",3,0.8,"female",122,"green",0.1,2,323,"blue",1,"square","311",0.1,"green","['cloud', 'circle', 'square', 'striped']",0.1,"311-3","blue",0.8,18411,2,3,2,"English","Female","None",48,"Yes",24,13,5,24,"3",0.25,"3","3, 5, 9, 1, 5, 8, 2, 5, 7",FALSE,0.193548387096774,0.483870967741935,0.32258064516129,1
"12",12,0,"red",333,0,322,4,0.15,"green","color",17.3378666666667,0.5,221,322,"blue","red",0.9,322,"2","red",3,0.1,"female",221,"green",0.75,2,333,"blue",1,"square","22b1",0.75,"green","['circle', 'square', 'striped', 'polka-dotted']",0.15,"22b1-3","blue",0.1,26952,3,3,2,"English","Female","None",48,"Yes",27,5,15,15,"3",0.5,"3","3, 6, 9, 2, 5, 7, 3, 5, 8",TRUE,0.183673469387755,0.612244897959184,0.204081632653061,2
"13",13,0,"red",211,0,223,4,0.111111111111111,"red","color",17.3378666666667,1,211,232,"blue","green",0.8,223,"3","green",3,0.777777777777778,"female",232,"blue",0.111111111111111,3,223,"blue",0.5,"circle","311",0.1,"green","['circle', 'solid', 'striped', 'polka-dotted']",0.1,"311-3","red",0.7,16611,0,3,2,"English","Female","None",48,"Yes",2,17,23,23,"2",0.25,"3","2, 4, 7, 2, 6, 8, 2, 5, 9",TRUE,0.25,0.25,0.5,1
"14",14,0,"red",232,0,232,4,0.125,"red","color",17.3378666666667,1,331,132,"blue","green",0.8,132,"2","green",3,0.125,"female",331,"blue",0.75,3,232,"blue",0.5,"circle","321",0.9,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.15,"321-2","red",0.15,6731,1,3,2,"English","Female","None",48,"Yes",17,9,16,17,"2",0.25,"3","2, 6, 8, 3, 6, 7, 1, 6, 8",FALSE,0.25,0.25,0.5,1
"15",15,0,"red",312,0,213,5,0.125,"red","color",17.3378666666667,1,312,213,"blue","green",0.8,213,"3","green",3,0.6875,"female",123,"blue",0.1875,3,123,"blue",0.5,"circle","22b1",0.15,"green","['cloud', 'circle', 'square', 'solid', 'striped']",0.1,"22b1-2","red",0.55,15122,2,3,2,"English","Female","None",48,"Yes",12,22,20,20,"2",0.2,"3","3, 4, 8, 1, 5, 9, 2, 4, 9",FALSE,0.25,0.25,0.5,1
"16",16,0,"red",313,0,313,4,0.05,"red","color",17.3378666666667,1,321,332,"blue","green",0.8,321,"3","green",3,0.85,"female",332,"blue",0.1,3,313,"blue",0.5,"square","311",0.1,"green","['square', 'solid', 'striped', 'polka-dotted']",0.05,"311-3","red",0.85,12811,3,3,2,"English","Female","None",48,"Yes",21,18,6,21,"3",0.25,"3","3, 4, 9, 3, 6, 8, 3, 5, 7",TRUE,0.166666666666667,0.166666666666667,0.666666666666667,2
"17",17,1,"striped",222,0,222,4,0.310344827586207,"striped","texture",10.0976833333333,1,222,223,"solid","striped",0.45,223,"1","polka-dotted",2,0,"male",133,"solid",0.689655172413793,0,133,"solid",0.5,"circle","22a2b",1,"polka-dotted","['cloud', 'circle', 'red', 'green']",0.45,"22a2b-2a","polka-dotted",0,22681,0,2,2,"English","Male",NA,25,"Yes",14,25,23,14,"2",0.25,"1","2, 5, 8, 1, 6, 9, 2, 5, 9",FALSE,0.5,0.25,0.25,0
"18",18,1,"striped",311,0,221,4,0,"striped","texture",10.0976833333333,1,111,311,"solid","striped",0.45,111,"2","polka-dotted",2,0,"male",221,"solid",1,0,221,"solid",0.5,"blue","321",1,"polka-dotted","['cloud', 'circle', 'square', 'blue']",0,"321-2","polka-dotted",0,51,1,2,2,"English","Male",NA,25,"Yes",3,5,1,5,"7",0.25,"3","3, 4, 7, 2, 5, 7, 1, 4, 7",TRUE,0.25,0.25,0.5,1
"19",19,1,"striped",212,0,132,4,0,"striped","texture",10.0976833333333,1,212,132,"solid","striped",0.45,332,"2","polka-dotted",2,0,"male",132,"solid",1,0,332,"solid",0.5,"red","321",1,"polka-dotted","['cloud', 'circle', 'square', 'red']",0,"321-2","polka-dotted",0,7951,2,2,2,"English","Male",NA,25,"Yes",11,16,18,16,"8",0.25,"2","2, 4, 8, 1, 6, 8, 3, 6, 8",TRUE,0.125,0.5,0.375,2
"20",20,1,"striped",213,0,233,2,0,"striped","texture",10.0976833333333,1,213,223,"solid","striped",0.45,233,"2","polka-dotted",2,0.333333333333333,"male",223,"solid",0.666666666666667,0,233,"solid",0.5,"green","331",1,"polka-dotted","['circle', 'green']",0,"331-3","polka-dotted",0.5,25500,3,2,2,"English","Male",NA,25,"Yes",20,23,26,26,"9",1,"3","2, 4, 9, 2, 5, 9, 2, 6, 9",TRUE,0.0909090909090909,0.363636363636364,0.545454545454545,3
"21",21,1,"circle",331,0.5,332,4,0.25,"cloud","shape",10.0976833333333,1,331,212,"cloud","cloud",1,332,"2","square",1,0.5,"male",212,"circle",0.25,1,332,"circle",0,"red","22a2b",0.5,"square","['solid', 'polka-dotted', 'blue', 'red']",0.5,"22a2b-2a","square",1,7330,0,2,2,"English","Male",NA,25,"Yes",9,11,18,18,"8",0.25,"2","3, 6, 7, 2, 4, 8, 3, 6, 8",TRUE,0.517241379310345,0.172413793103448,0.310344827586207,1
"22",22,1,"circle",221,0.5,321,4,0.333333333333333,"cloud","shape",10.0976833333333,1,221,321,"cloud","cloud",1,321,"3","square",1,0.666666666666667,"male",232,"circle",0,1,232,"circle",0,"striped","22a2b",0,"square","['striped', 'polka-dotted', 'blue', 'red']",0.5,"22a2b-2b","square",1,5740,1,2,2,"English","Male",NA,25,"Yes",5,17,6,6,"5",0.5,"2","2, 5, 7, 2, 6, 8, 3, 5, 7",TRUE,0.652173913043478,0.0869565217391304,0.260869565217391,2
"23",23,1,"circle",122,0.5,122,4,0.5,"cloud","shape",10.0976833333333,1,122,222,"cloud","cloud",1,222,"3","square",1,0.5,"male",233,"circle",0,1,233,"circle",0,"striped","22a2b",0,"square","['striped', 'polka-dotted', 'red', 'green']",1,"22a2b-2b","square",1,23900,2,2,2,"English","Male",NA,25,"Yes",13,26,14,13,"5",0.5,"2","1, 5, 8, 2, 6, 9, 2, 5, 8",TRUE,0.595238095238095,0.0476190476190476,0.357142857142857,3
"24",24,1,"circle",311,0.5,311,4,0.5,"cloud","shape",10.0976833333333,1,311,213,"cloud","cloud",1,213,"3","square",1,0.5,"male",133,"circle",0,1,133,"circle",0,"solid","22b1",0,"square","['solid', 'polka-dotted', 'blue', 'green']",1,"22b1-3","square",1,21970,3,2,2,"English","Male",NA,25,"Yes",3,25,20,3,"4",0.5,"2","3, 4, 7, 1, 6, 9, 2, 4, 9",TRUE,0.539568345323741,0.0287769784172662,0.431654676258993,4
"25",25,1,"red",122,1,121,3,0.666666666666667,"red","color",10.0976833333333,0,121,112,"blue","blue",0.65,121,"2","blue",3,0.333333333333333,"male",112,"red",0,2,122,"green",0.5,"cloud","322b",0,"green","['cloud', 'solid', 'striped']",1,"322b-2","green",0.5,2591,0,2,2,"English","Male",NA,25,"Yes",13,10,4,4,"1",0.666666666666667,"1","1, 5, 8, 1, 4, 8, 1, 5, 7",TRUE,0.285714285714286,0.142857142857143,0.571428571428572,1
"26",26,1,"red",321,1,321,4,0.666666666666667,"red","color",10.0976833333333,0,321,222,"blue","blue",0.65,222,"2","blue",3,0.333333333333333,"male",332,"red",0,2,332,"green",0.5,"striped","22b2b",0,"green","['circle', 'square', 'striped', 'polka-dotted']",1,"22b2b-2","green",0.5,7632,1,2,2,"English","Male",NA,25,"Yes",6,18,14,6,"5",0.5,"1","3, 5, 7, 3, 6, 8, 2, 5, 8",TRUE,0.232558139534884,0.0697674418604651,0.697674418604651,2
"27",27,1,"red",123,1,221,5,0.666666666666667,"red","color",10.0976833333333,0,221,123,"blue","blue",0.65,221,"2","blue",3,0.333333333333333,"male",333,"red",0,2,333,"green",0.5,"striped","22b1",0,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",1,"22b1-2","green",0.5,28142,2,2,2,"English","Male",NA,25,"Yes",22,27,5,5,"5",0.2,"1","1, 5, 9, 3, 6, 9, 2, 5, 7",TRUE,0.307692307692308,0.138461538461538,0.553846153846154,3
"28",28,1,"red",131,1,121,4,0.666666666666667,"red","color",10.0976833333333,0,121,131,"blue","blue",0.65,121,"2","blue",3,0.333333333333333,"male",323,"red",0,2,323,"green",0.5,"striped","22a2b",0,"green","['cloud', 'square', 'striped', 'polka-dotted']",1,"22a2b-2a","green",0.5,17892,3,2,2,"English","Male",NA,25,"Yes",7,24,4,4,"5",0.25,"1","1, 6, 7, 3, 5, 9, 1, 5, 7",TRUE,0.363636363636364,0.272727272727273,0.363636363636364,4
"29",29,1,"circle",323,0.5,323,5,0.27027027027027,"cloud","shape",10.0976833333333,1,211,222,"cloud","cloud",0.6,211,"2","square",1,0.459459459459459,"male",222,"circle",0.27027027027027,3,323,"circle",0,"striped","22b1",0.5,"square","['solid', 'striped', 'blue', 'red', 'green']",0.5,"22b1-2","square",0.85,18500,0,2,2,"English","Male",NA,25,"Yes",24,14,2,24,"5",0.2,"2","3, 5, 9, 2, 5, 8, 2, 4, 7",TRUE,0.483870967741935,0.193548387096774,0.32258064516129,1
"30",30,1,"circle",322,0.5,311,4,0.25,"cloud","shape",10.0976833333333,1,311,212,"cloud","cloud",0.6,212,"2","square",1,0.5,"male",311,"circle",0.25,3,322,"circle",0,"solid","22b2b",0.5,"square","['solid', 'striped', 'blue', 'red']",0.5,"22b2b-2","square",1,4110,1,2,2,"English","Male",NA,25,"Yes",15,3,11,3,"4",0.5,"2","3, 5, 8, 3, 4, 7, 2, 4, 8",TRUE,0.652173913043478,0.0869565217391304,0.260869565217391,2
"31",31,1,"circle",312,0.5,113,4,0.4,"cloud","shape",10.0976833333333,1,312,113,"cloud","cloud",0.6,133,"3","square",1,0.4,"male",113,"circle",0.2,3,133,"circle",0,"green","22a2b",0.5,"square","['solid', 'polka-dotted', 'red', 'green']",1,"22a2b-2a","square",1,21880,2,2,2,"English","Male",NA,25,"Yes",12,19,25,19,"9",0.25,"2","3, 4, 8, 1, 4, 9, 1, 6, 9",FALSE,0.6,0.16,0.24,2
"32",32,1,"circle",322,0.5,313,4,0.4,"cloud","shape",10.0976833333333,1,322,113,"cloud","cloud",0.6,113,"3","square",1,0.4,"male",313,"circle",0.2,3,313,"circle",0,"green","22a2b",0.5,"square","['solid', 'striped', 'red', 'green']",1,"22a2b-2b","square",1,13070,3,2,2,"English","Male",NA,25,"Yes",15,21,19,21,"9",0.5,"1","3, 5, 8, 3, 4, 9, 1, 4, 9",TRUE,0.396825396825397,0.317460317460317,0.285714285714286,3
"33",33,2,"striped",233,1,213,2,0.5,"striped","texture",8.2745,0,213,223,"solid","solid",1,213,"2","solid",2,0.25,"female",223,"striped",0.25,0,233,"polka-dotted",0.5,"green","331",0.35,"polka-dotted","['circle', 'green']",0.7,"331-3","polka-dotted",0.35,25500,0,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",26,23,20,20,"9",1,"2","2, 6, 9, 2, 5, 9, 2, 4, 9",TRUE,0.5,0.25,0.25,1
"34",34,2,"striped",221,1,211,3,0.62962962962963,"striped","texture",8.2745,0,211,221,"solid","solid",1,232,"2","solid",2,0.185185185185185,"female",211,"striped",0.185185185185185,0,232,"polka-dotted",0.5,"circle","321",0.25,"polka-dotted","['circle', 'blue', 'red']",0.85,"321-3","polka-dotted",0.25,5670,1,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",5,2,17,2,"2",0.666666666666667,"2","2, 5, 7, 2, 4, 7, 2, 6, 8",TRUE,0.666666666666667,0.166666666666667,0.166666666666667,2
"35",35,2,"striped",133,1,313,5,1,"striped","texture",8.2745,0,212,313,"solid","solid",1,313,"2","solid",2,0,"female",212,"striped",0,0,133,"polka-dotted",0.5,"green","22b1",0,"polka-dotted","['cloud', 'circle', 'square', 'red', 'green']",1,"22b1-2","polka-dotted",0,22241,2,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",25,11,21,21,"9",0.2,"3","1, 6, 9, 2, 4, 8, 3, 4, 9",TRUE,0.642857142857143,0.267857142857143,0.0892857142857143,3
"36",36,2,"striped",232,1,211,3,1,"striped","texture",8.2745,0,211,222,"solid","solid",1,222,"2","solid",2,0,"female",211,"striped",0,0,232,"polka-dotted",0.5,"circle","321",0,"polka-dotted","['circle', 'blue', 'red']",1,"321-3","polka-dotted",0,6390,3,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",17,2,14,2,"2",0.666666666666667,"3","2, 6, 8, 2, 4, 7, 2, 5, 8",TRUE,0.782608695652174,0.16304347826087,0.0543478260869565,4
"37",37,2,"circle",231,0.5,132,5,0.448275862068965,"cloud","shape",8.2745,1,231,132,"cloud","square",1,132,"2","square",1,0.275862068965517,"female",123,"circle",0.275862068965517,1,123,"circle",0,"polka-dotted","22b1",0.4,"square","['striped', 'polka-dotted', 'blue', 'red', 'green']",0.65,"22b1-2","cloud",0.4,14420,0,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",8,22,16,16,"6",0.2,"3","2, 6, 7, 1, 5, 9, 1, 6, 8",TRUE,0.310344827586207,0.172413793103448,0.517241379310345,1
"38",38,2,"circle",111,0.5,313,3,0.363636363636364,"cloud","shape",8.2745,1,111,211,"cloud","square",1,313,"3","square",1,0.454545454545455,"female",211,"circle",0.181818181818182,1,313,"circle",0,"solid","321",0.3,"square","['solid', 'blue', 'green']",0.6,"321-3","cloud",0.75,11400,1,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",1,2,21,21,"4",0.666666666666667,"3","1, 4, 7, 2, 4, 7, 3, 4, 9",TRUE,0.204545454545455,0.113636363636364,0.681818181818182,2
"39",39,2,"circle",323,0.5,323,4,0.363636363636364,"cloud","shape",8.2745,1,231,123,"cloud","square",1,123,"3","square",1,0.515151515151515,"female",231,"circle",0.121212121212121,1,323,"circle",0,"green","22a1",0.2,"square","['striped', 'polka-dotted', 'blue', 'green']",0.6,"22a1-3","cloud",0.85,19880,2,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",24,8,22,24,"9",0.5,"3","3, 5, 9, 2, 6, 7, 1, 5, 9",TRUE,0.117647058823529,0.0980392156862745,0.784313725490196,3
"40",40,2,"circle",232,0.5,312,4,0.290322580645161,"cloud","shape",8.2745,1,312,322,"cloud","square",1,322,"3","square",1,0.645161290322581,"female",312,"circle",0.0645161290322581,1,232,"circle",0,"red","321",0.1,"square","['solid', 'striped', 'polka-dotted', 'red']",0.45,"321-2","cloud",1,6620,3,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",17,12,15,12,"8",0.25,"3","2, 6, 8, 3, 4, 8, 3, 5, 8",TRUE,0.269662921348315,0.0561797752808989,0.674157303370786,4
"41",41,2,"red",221,1,311,4,0.466666666666667,"green","color",8.2745,0.5,311,221,"blue","blue",1,313,"3","blue",3,0.266666666666667,"female",311,"red",0.266666666666667,2,313,"red",0,"solid","22a2b",0.4,"green","['circle', 'square', 'solid', 'striped']",0.7,"22a2b-2b","green",0.4,11482,0,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",5,3,21,3,"4",0.5,"1","2, 5, 7, 3, 4, 7, 3, 4, 9",TRUE,0.310344827586207,0.517241379310345,0.172413793103448,1
"42",42,2,"red",223,1,223,4,0.451612903225806,"green","color",8.2745,0.5,331,222,"blue","blue",1,331,"3","blue",3,0.354838709677419,"female",222,"red",0.193548387096774,2,223,"red",0,"circle","22a1",0.3,"green","['circle', 'square', 'striped', 'polka-dotted']",0.7,"22a1-3","green",0.55,16262,1,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",23,14,9,23,"2",0.5,"1","2, 5, 9, 2, 5, 8, 3, 6, 7",TRUE,0.350649350649351,0.38961038961039,0.25974025974026,2
"43",43,2,"red",133,1,111,4,0.516129032258065,"green","color",8.2745,0.5,111,231,"blue","blue",1,111,"3","blue",3,0.354838709677419,"female",231,"red",0.129032258064516,2,133,"red",0,"cloud","22b2b",0.2,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.8,"22b2b-2","green",0.55,20452,2,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",25,8,1,1,"1",0.5,"1","1, 6, 9, 2, 6, 7, 1, 4, 7",TRUE,0.306431273644388,0.567465321563682,0.126103404791929,3
"44",44,2,"red",131,1,131,4,0.606060606060606,"green","color",8.2745,0.5,131,132,"blue","blue",1,132,"3","blue",3,0.393939393939394,"female",313,"red",0,2,313,"red",0,"cloud","22a1",0,"green","['cloud', 'square', 'solid', 'polka-dotted']",1,"22a1-3","green",0.65,12512,3,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",7,21,16,7,"1",0.5,"2","1, 6, 7, 3, 4, 9, 1, 6, 8",TRUE,0.447513812154696,0.414364640883978,0.138121546961326,4
"45",45,2,"circle",211,0,211,3,0.275862068965517,"square","shape",8.2745,0.5,111,211,"cloud","circle",0.6,111,"3","circle",1,0.275862068965517,"female",313,"cloud",0.448275862068965,3,313,"cloud",1,"blue","321",0.65,"square","['solid', 'blue', 'green']",0.4,"321-3","square",0.4,11400,0,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",2,21,1,2,"7",0.666666666666667,"3","2, 4, 7, 3, 4, 9, 1, 4, 7",TRUE,0.222222222222222,0.444444444444444,0.333333333333333,1
"46",46,2,"circle",331,0,331,4,0.2,"square","shape",8.2745,0.5,111,331,"cloud","circle",0.6,111,"3","circle",1,0.333333333333333,"female",112,"cloud",0.466666666666667,3,112,"cloud",1,"blue","22a2b",0.7,"square","['solid', 'polka-dotted', 'blue', 'red']",0.3,"22a2b-2a","square",0.5,1120,1,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",9,10,1,9,"7",0.25,"3","3, 6, 7, 1, 4, 8, 1, 4, 7",TRUE,0.117647058823529,0.588235294117647,0.294117647058824,2
"47",47,2,"circle",121,0,331,4,0.103448275862069,"square","shape",8.2745,0.5,121,331,"cloud","circle",0.6,331,"2","circle",1,0.448275862068965,"female",232,"cloud",0.448275862068965,3,232,"cloud",1,"blue","22b1",0.65,"square","['striped', 'polka-dotted', 'blue', 'red']",0.15,"22b1-3","square",0.65,5910,2,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",4,17,9,9,"7",0.5,"3","1, 5, 7, 2, 6, 8, 3, 6, 7",TRUE,0.0740740740740741,0.555555555555556,0.37037037037037,3
"48",48,2,"circle",112,0,212,3,0,"square","shape",8.2745,0.5,112,212,"cloud","circle",0.6,212,"2","circle",1,0.5,"female",322,"cloud",0.5,3,322,"cloud",1,"solid","321",0.75,"square","['solid', 'striped', 'red']",0,"321-3","square",0.75,4180,3,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",10,15,11,11,"4",0.666666666666667,"3","1, 4, 8, 3, 5, 8, 2, 4, 8",TRUE,0.0425531914893617,0.638297872340426,0.319148936170213,4
"49",49,3,"circle",233,0.5,313,4,0.344827586206897,"cloud","shape",7.7028,1,212,313,"cloud","square",0.7,313,"3","square",1,0.551724137931034,"female",212,"circle",0.103448275862069,0,233,"circle",0,"green","22b2b",0.15,"square","['solid', 'polka-dotted', 'red', 'green']",0.5,"22b2b-2","cloud",0.8,25000,0,4,2,"English","Male",NA,49,"Yes",26,11,21,21,"9",0.5,"2","2, 6, 9, 2, 4, 8, 3, 4, 9",TRUE,0.483870967741935,0.193548387096774,0.32258064516129,1
"50",50,3,"circle",131,0.5,131,3,0.529411764705882,"cloud","shape",7.7028,1,111,131,"cloud","square",0.7,231,"2","square",1,0.470588235294118,"female",111,"circle",0,0,231,"circle",0,"polka-dotted","322b",0,"square","['solid', 'polka-dotted', 'blue']",0.9,"322b-2","cloud",0.8,500,1,4,2,"English","Male",NA,49,"Yes",7,1,8,7,"6",0.666666666666667,"3","1, 6, 7, 1, 4, 7, 2, 6, 7",TRUE,0.428571428571429,0.0952380952380952,0.476190476190476,2
"51",51,3,"circle",332,0.5,113,5,0.542857142857143,"cloud","shape",7.7028,1,332,113,"cloud","square",0.7,113,"2","square",1,0.457142857142857,"female",223,"circle",0,0,223,"circle",0,"green","211",0,"square","['solid', 'striped', 'polka-dotted', 'red', 'green']",0.95,"211-3","cloud",0.8,17100,2,4,2,"English","Male",NA,49,"Yes",18,23,19,19,"9",0.2,"2","3, 6, 8, 2, 5, 9, 1, 4, 9",TRUE,0.514285714285714,0.0571428571428571,0.428571428571429,3
